#Dateiname_orig;Referenz;EventStart;EvtDuration;EventName;EventDesc;EPGExtEvt
WILDNISAMMIS3_0506082031.vid;;2005-06-08 20:15;00:45;Wildnis Mississippi - Leben am großen Fluss;;Am Oberlauf des Mississippi hat sich Kenny Salwey in einer Blockhütte niedergelassen. Als Trapper, Jäger und Angler lebt der alte Mann abgeschieden von und mit der Wildnis.Der Film begleitet Kenny durch die Jahreszeiten von bitterkalten Wintern bis zu schwülwarmen Sommertagen. In faszinierenden Bildern wird das Leben von Bibern, Seeadlern, Wasserschildkröten und Klapperschlangen eingefangen. Niemand kennt ihre Gewohnheiten besser als der alte Mann am Mississippi.
WildThings_0505040413.vid;;2005-05-04 04:15;00:50;Wild Things;Erdmännchen und Seeschildkröten;
WISSENMACHTA1_0501181924.vid;;2005-01-18 19:25;00:25;Wissen macht Ah!;Shary und Ralph: Klein ist besser;
WISSENMACHTA2_0501181930.vid;;2005-01-18 19:25;00:25;Wissen macht Ah!;Shary und Ralph: Klein ist besser;
WISSENMACHTA3_0502221940.vid;;2005-02-22 19:25;00:25;Wissen macht Ah!;Ein Sack Newton;
Wombaz_0505080833.vid;;2005-05-08 08:35;00:25;Wombaz;Pferde;Florian Weber berichtet von einer ganz besonderen Art, mit Pferden umzugehen. Er besucht die Pferdeflüsterin Andrea Kutsch auf dem Hof Hellerholz. Christoph verbringt seit vier Jahren die Ferien auf dem Kinderbauernhof Marienhof und kümmert sich am liebsten um Hühner und Enten.Florian Weber ist "unterwegs" im Reptilium, dem Arbeitsplatz von Tierpflegerin Birgit. Hier leben Schlangen, Schildkröten, Kaimane und Warane.
Wombaz_0506050833.vid;;2005-06-05 08:35;00:25;Wombaz;Nasenbären;Florian Weber ist wieder im Erlebnis-Zoo Hannover zu Gast. "Tier der Woche" ist der Nasenbär. Nasenbären sind kleine Raubtiere und stammen ursprünglich aus Mittel- und Südamerika. Sie können sehr gut riechen und sind deshalb besonders erfolgreiche Nahrungssucher.Hannas Lieblingstiere sind Wölfe. Im Wildtierpark in der Lüneburger Heide darf einen Tag mit den Tieren verbringen.
WunderbareWel_0505111414.vid;;2005-05-11 14:15;00:45;Wunderbare Welt;Tödliche Jäger aus dem Hinterhalt;Tarnung, Täuschung, Schnelligkeit und Raffinesse - das sind die Waffen der Jäger aus dem Hinterhalt. Perfekt angepasst an ihre Umgebung lauern sie ihrer Beute auf, locken mit einem Köder und schlagen dann blitzschnell zu oder schleichen sich auf leisen Pfoten an."Tödliche Jäger aus dem Hinterhalt" zeigt, wie trickreich einige Tiere auf die Jagd gehen. Modernste Slowmotionund Stoppmotion-Technik analysiert die entscheidenden Sekunden der Jagd.
WUNDERWELTDE1_0503071814.vid;;2005-03-07 18:15;00:43;Wunderwelt der Höhlen (1/2);Die Robben der Brandungshöhlen;Dokumentation von Ernst Waldemar Bauer, Götz Balonier, Deutschland 2005, HRMönchsrobben gehören heute zu den am meisten bedrohten Säugetieren. Die Dokumentation spürt Robben-Kolonien in Westafrika, auf den Kanarischen Inseln und im Mittelmeer auf. Die filmische Bestandsaufnahme beeindruckt durch hautnahe Bilder und plädiert dafür, den Lebensraum der letzten Robben-Populationen zu schützen.
WUNDERWELTDE2_0503071836.vid;;2005-03-07 18:15;00:43;Wunderwelt der Höhlen (1/2);Die Robben der Brandungshöhlen;Dokumentation von Ernst Waldemar Bauer, Götz Balonier, Deutschland 2005, HRMönchsrobben gehören heute zu den am meisten bedrohten Säugetieren. Die Dokumentation spürt Robben-Kolonien in Westafrika, auf den Kanarischen Inseln und im Mittelmeer auf. Die filmische Bestandsaufnahme beeindruckt durch hautnahe Bilder und plädiert dafür, den Lebensraum der letzten Robben-Populationen zu schützen.
WUNDERWELTDE3_0503071857.vid;;2005-03-07 18:15;00:43;Wunderwelt der Höhlen (1/2);Die Robben der Brandungshöhlen;Dokumentation von Ernst Waldemar Bauer, Götz Balonier, Deutschland 2005, HRMönchsrobben gehören heute zu den am meisten bedrohten Säugetieren. Die Dokumentation spürt Robben-Kolonien in Westafrika, auf den Kanarischen Inseln und im Mittelmeer auf. Die filmische Bestandsaufnahme beeindruckt durch hautnahe Bilder und plädiert dafür, den Lebensraum der letzten Robben-Populationen zu schützen.
ZUFLUCHTWILDN_0502101515.vid;;2005-02-10 15:15;00:45;Abenteuer Wildnis;Wanderer in den Weltmeeren;Meeresschildkröten gehören zu den ältesten Kreaturen der Erde, sie haben das Dinosauriersterben überlebt und die unterschiedlichsten Erdkatastrophen überstanden. Doch der Mensch bringt sie durch Jagd, Küstenerschließung und Meeresverschmutzung dem Ende näher.Ob Meeresschildkröten weltweit noch eine Chance haben, hängt vor allem von Projekten ab, die einige unberührte Küstenabschnitte für die Eiablage der Echsen reservieren. Das Schutzprojekt "Tamar" ist ein gutes Beispiel dafür.(Txt-Untertitel / Breitbild 16:9)
ZUTISCHAUFMA1_0507261800.vid;;2005-07-26 17:45;00:26;Zu Tisch auf ...;Mallorca;Magazin, ZDF, Deutschland 2003Dokumentation von Alix François MeierDie Küche Mallorcas eröffnet denjenigen, die fernab von den Bettenhochburgen für Urlauber dem mallorquinischen Leben nachspüren, die Schönheit des Schlichten und Einfachen. Am Meer spielt Fisch eine wichtige Rolle. In den Bergen findet man eine Spezialität, die in Mitteleuropa kaum mehr in dieser Qualität aufgetragen wird: frische Schnecken in Olivenöl und Tomaten.
ZUTISCHAUFMA2_0507261804.vid;;2005-07-26 17:45;00:26;Zu Tisch auf ...;Mallorca;Magazin, ZDF, Deutschland 2003Dokumentation von Alix François MeierDie Küche Mallorcas eröffnet denjenigen, die fernab von den Bettenhochburgen für Urlauber dem mallorquinischen Leben nachspüren, die Schönheit des Schlichten und Einfachen. Am Meer spielt Fisch eine wichtige Rolle. In den Bergen findet man eine Spezialität, die in Mitteleuropa kaum mehr in dieser Qualität aufgetragen wird: frische Schnecken in Olivenöl und Tomaten.
ZUTISCHAUFMA3_0507261807.vid;;2005-07-26 17:45;00:26;Zu Tisch auf ...;Mallorca;Magazin, ZDF, Deutschland 2003Dokumentation von Alix François MeierDie Küche Mallorcas eröffnet denjenigen, die fernab von den Bettenhochburgen für Urlauber dem mallorquinischen Leben nachspüren, die Schönheit des Schlichten und Einfachen. Am Meer spielt Fisch eine wichtige Rolle. In den Bergen findet man eine Spezialität, die in Mitteleuropa kaum mehr in dieser Qualität aufgetragen wird: frische Schnecken in Olivenöl und Tomaten.
ABENTEUERFERN_0609171339.vid;;2006-09-17 12:55;00:50;Abenteuer Ferne;Westaustralien;Moderation Silvia IncardonaDer Australier Brian Bush ist professioneller Schlangenfänger und wird bis zu zehnmal täglich alarmiert, wenn sich Giftschlangen in Häuser oder Gärten verirrt haben. Dann rückt er aus und sucht, mit einem Schlangenstab bewaffnet, nach den gefährlichen Reptilien. Schon sechsmal musste er nach Schlangenbissen ins Krankenhaus. Außerdem berichtet Silvia Incardona über die größte Kreissäge der Welt, den Abbau des teuersten Diamanten, den Kampf mit Krokodilen und Seeschnecken-Taucher.
ABENTEUERZOO1_0511221546.vid;;2005-11-22 15:45;00:45;Brot und Spiele in Zürich;Riesenschildkröten, Orang-Utans und Brillenbären;
ABENTEUERZOO2_0511221628.vid;;2005-11-22 15:45;00:45;Brot und Spiele in Zürich;Riesenschildkröten, Orang-Utans und Brillenbären;
ABENTEUERZOO3_0512111314.vid;;2005-12-11 13:15;00:45;Abenteuer Zoo;Vorstoß in die Tiefe - Kopffüßer, Anemonenfische und Meeresschildkröten in Genua und Monaco;Ein Film von Cornelia Volk"Nemo! Nemo! Nemo!", schallt es in allen Sprachen durch die Räume. Ein riesiger Schwarm junger Clownfische tänzelt zwischen den Tentakeln einer Anemone.Und ständig wachsen im Aquarium des Ozeanografischen Museums von Monaco neue Generationen dieser Publikumslieblinge heran. 30 Jahre hat hier der berühmte Meeresforscher Jacques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO4_0512111335.vid;;2005-12-11 13:15;00:45;Abenteuer Zoo;Vorstoß in die Tiefe - Kopffüßer, Anemonenfische und Meeresschildkröten in Genua und Monaco;Ein Film von Cornelia Volk"Nemo! Nemo! Nemo!", schallt es in allen Sprachen durch die Räume. Ein riesiger Schwarm junger Clownfische tänzelt zwischen den Tentakeln einer Anemone.Und ständig wachsen im Aquarium des Ozeanografischen Museums von Monaco neue Generationen dieser Publikumslieblinge heran. 30 Jahre hat hier der berühmte Meeresforscher Jacques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO4_0512111339.vid;;2005-12-11 13:15;00:45;Abenteuer Zoo;Vorstoß in die Tiefe - Kopffüßer, Anemonenfische und Meeresschildkröten in Genua und Monaco;Ein Film von Cornelia Volk"Nemo! Nemo! Nemo!", schallt es in allen Sprachen durch die Räume. Ein riesiger Schwarm junger Clownfische tänzelt zwischen den Tentakeln einer Anemone.Und ständig wachsen im Aquarium des Ozeanografischen Museums von Monaco neue Generationen dieser Publikumslieblinge heran. 30 Jahre hat hier der berühmte Meeresforscher Jacques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO5_0512111342.vid;;2005-12-11 13:15;00:45;Abenteuer Zoo;Vorstoß in die Tiefe - Kopffüßer, Anemonenfische und Meeresschildkröten in Genua und Monaco;Ein Film von Cornelia Volk"Nemo! Nemo! Nemo!", schallt es in allen Sprachen durch die Räume. Ein riesiger Schwarm junger Clownfische tänzelt zwischen den Tentakeln einer Anemone.Und ständig wachsen im Aquarium des Ozeanografischen Museums von Monaco neue Generationen dieser Publikumslieblinge heran. 30 Jahre hat hier der berühmte Meeresforscher Jacques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO6_0512111353.vid;;2005-12-11 13:15;00:45;Abenteuer Zoo;Vorstoß in die Tiefe - Kopffüßer, Anemonenfische und Meeresschildkröten in Genua und Monaco;Ein Film von Cornelia Volk"Nemo! Nemo! Nemo!", schallt es in allen Sprachen durch die Räume. Ein riesiger Schwarm junger Clownfische tänzelt zwischen den Tentakeln einer Anemone.Und ständig wachsen im Aquarium des Ozeanografischen Museums von Monaco neue Generationen dieser Publikumslieblinge heran. 30 Jahre hat hier der berühmte Meeresforscher Jacques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO3_0605221130.vid;;2006-05-22 11:30;00:45;Abenteuer Zoo;Vorstoß in die Tiefe;Kopffüßer finden im Ozeanografischen Museum von Monaco besondere Beachtung. Das hat Tradition, denn Prinz Albert I. von Monacco, Gründer des renommierten Instituts, erkundete die Meere der Welt bis in große Tiefen und brachte einige seltene Tintenfischexemplare ans Licht.Im Prachtgebäude am Steilufer des Fürstentums sind sie ausgestellt. 30 Jahre hat hier der berühmte Meeresforscher Jaques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO4_0605221149.vid;;2006-05-22 11:30;00:45;Abenteuer Zoo;Vorstoß in die Tiefe;Kopffüßer finden im Ozeanografischen Museum von Monaco besondere Beachtung. Das hat Tradition, denn Prinz Albert I. von Monacco, Gründer des renommierten Instituts, erkundete die Meere der Welt bis in große Tiefen und brachte einige seltene Tintenfischexemplare ans Licht.Im Prachtgebäude am Steilufer des Fürstentums sind sie ausgestellt. 30 Jahre hat hier der berühmte Meeresforscher Jaques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO5_0605221157.vid;;2006-05-22 11:30;00:45;Abenteuer Zoo;Vorstoß in die Tiefe;Kopffüßer finden im Ozeanografischen Museum von Monaco besondere Beachtung. Das hat Tradition, denn Prinz Albert I. von Monacco, Gründer des renommierten Instituts, erkundete die Meere der Welt bis in große Tiefen und brachte einige seltene Tintenfischexemplare ans Licht.Im Prachtgebäude am Steilufer des Fürstentums sind sie ausgestellt. 30 Jahre hat hier der berühmte Meeresforscher Jaques-Yves Cousteau als Direktor gearbeitet.
ABENTEUERZOO6_0605221208.vid;;2006-05-22 11:30;00:45;Abenteuer Zoo;Vorstoß in die Tiefe;Kopffüßer finden im Ozeanografischen Museum von Monaco besondere Beachtung. Das hat Tradition, denn Prinz Albert I. von Monacco, Gründer des renommierten Instituts, erkundete die Meere der Welt bis in große Tiefen und brachte einige seltene Tintenfischexemplare ans Licht.Im Prachtgebäude am Steilufer des Fürstentums sind sie ausgestellt. 30 Jahre hat hier der berühmte Meeresforscher Jaques-Yves Cousteau als Direktor gearbeitet.
ANDENUFERNDE1_0509181315.vid;;2005-09-18 13:15;00:45;An den Ufern der Save;Eine Flusslandschaft in Kroatien;
ANDENUFERNDE2_0509181323.vid;;2005-09-18 13:15;00:45;An den Ufern der Save;Eine Flusslandschaft in Kroatien;
ANDENUFERNDE3_0509181340.vid;;2005-09-18 13:15;00:45;An den Ufern der Save;Eine Flusslandschaft in Kroatien;
ANDENUFERNDE4_0509181357.vid;;2005-09-18 13:15;00:45;An den Ufern der Save;Eine Flusslandschaft in Kroatien;
AnjaAnton_0608200809.vid;;2006-08-20 08:10;00:25;Anja & Anton;Der Schneckenzirkus;In Antons Garten machen sich Nacktschnecken über den Salat und das Gemüse her. Jede Nacht geht Anton auf Schneckenjagd. Anja dagegen sammelt Gehäuseschnecken und hält ie in einem Terrarium. Aber das darf Anton nicht wissen, er würde sich sonst sehr aufregen.Mit den Schnecken übt Anja Kunststücke für einen Auftritt im Schneckenzirkus. Als Cosima - Antons Cousine eine Suppe mit Schnecken kocht verdächtigt Anja Cosima, dass sie ihre "Zirkusschnecken" in die Suppe geschmissen habe. Es kommt zum großen Krach.
BENJAMINBLUEM_0606271711.vid;;2006-06-27 17:10;00:35;Benjamin Blümchen;Folge 39: Die kleinen Schildkröten;Im Neustädter Zoo werden im Brutkasten seltene Schildkröteneier ausgebrütet. Plötzlich fällt der Strom aus. Das Leben der Schildkrötenbabys steht auf dem Spiel. Da hat Benjamin eine tolle Idee. Gemeinsam mit den Zootieren baut er ein Windrad, mit dem sie Strom erzeugen. Durch den Stromausfall sitzt auch Baron von Zwiebelschreck in der Patsche. Er steckt im Aufzug des Rathauses fest.Um den Gönner der Stadt schleunigst zu befreien, schickt der Bürgermeister seinen Sekretär los. Und der zapft frech den Stromgenerator von Benjamin an...
BRUTPLATZFUE1_0511301232.vid;;2005-11-30 12:30;00:45;Brutplatz für Millionen - Seevögel der Seychellen;;Bird Island liegt etwa 100 Kilometer nördlich von der Seychelleninsel Mahe und ist von dort in einer guten Flugstunde zu erreichen. Hier gibt es riesige Kolonien von Rußseeschwalben, die von Mai bis Oktober auf der Insel nisten.Eine weitere Attraktion von Bird Island ist neben den Vogelschwärmen die Riesenschildkröte "Esmeralda". Sie gilt als die größte und schwerste Landschildkröte, die jemals gewogen und gemessen wurde.Format 16:9
BRUTPLATZFUE2_0511301314.vid;;2005-11-30 12:30;00:45;Brutplatz für Millionen - Seevögel der Seychellen;;Bird Island liegt etwa 100 Kilometer nördlich von der Seychelleninsel Mahe und ist von dort in einer guten Flugstunde zu erreichen. Hier gibt es riesige Kolonien von Rußseeschwalben, die von Mai bis Oktober auf der Insel nisten.Eine weitere Attraktion von Bird Island ist neben den Vogelschwärmen die Riesenschildkröte "Esmeralda". Sie gilt als die größte und schwerste Landschildkröte, die jemals gewogen und gemessen wurde.Format 16:9
DeepBlue_0512261833.vid;;2005-12-26 18:35;01:25;Deep Blue;;Film von Alastair FothergillEinzigartige Einblicke in die Welt unserer Ozeane präsentiert "Deep Blue", ein visuell und akustisch beeindruckendes Leinwanderlebnis, das während jahrelanger Dreharbeiten rund um den Globus entstanden ist. Der außergewöhnliche Dokumentarfilm zieht den Zuschauer magisch hinein in das faszinierende Leben unter dem Meeresspiegel.Die Reise führt von flachen Korallenriffen über die Küsten der Antarktis in die Weiten der offenen Meere bis zu den tiefsten Tiefen der Ozeane."Wir nehmen den Zuschauer mit in eine Welt, die er noch nie zuvor gesehen hat, zu einem, wie ich glaube, der letzten weißen Flecken auf der Landkarte unseres Planeten", erklärt Regisseur und Drehbuchautor Alastair Fothergill.Die vom fünfmaligen Oscar-Nominee George Fenton komponierte Filmmusik intensiviert das visuelle Erlebnis von "Deep Blue". Aufgenommen wurde die Musik mit den Berliner Philharmonikern, die zum ersten Mal eine Komposition für einen Kinofilm einspielten.16:9
DIEDSCHUNGEL1_0602022015.vid;;2006-02-02 20:15;00:25;Die Dschungel-Hüter;(4/5) Geheimnis um die Schildkröten;5-tlg. Doku-Soap von Emmanuel RoblinFrankreich 2005, ARTE FDie Reihe zeigt Menschen, die in Nationalparks des afrikanischen Landes Gabun arbeiten. Sie erfassen Primaten und Waldelefanten, müssen aber den Bewohnern vor Ort auch die Gründe für die Einrichtung der Parks nahe bringen.Heute: (4/5) Geheimnis um die Schildkröten
DIEDSCHUNGEL2_0602022040.vid;;2006-02-02 20:15;00:25;Die Dschungel-Hüter;(4/5) Geheimnis um die Schildkröten;5-tlg. Doku-Soap von Emmanuel RoblinFrankreich 2005, ARTE FDie Reihe zeigt Menschen, die in Nationalparks des afrikanischen Landes Gabun arbeiten. Sie erfassen Primaten und Waldelefanten, müssen aber den Bewohnern vor Ort auch die Gründe für die Einrichtung der Parks nahe bringen.Heute: (4/5) Geheimnis um die Schildkröten
DIEGESCHICHT1_0608041914.vid;;2006-08-04 19:15;01:00;Abenteuer Wildlife;Die Geschichte der Schildkröten;
DIEGESCHICHT2_0608041946.vid;;2006-08-04 19:15;01:00;Abenteuer Wildlife;Die Geschichte der Schildkröten;
DIEINSELDERE1_0512071255.vid;;2005-12-07 12:30;00:45;Die Insel der Elsterndrossel - Fregate Island (3/5);;Die Granitinsel Fregate Island gehört vielleicht zu den schönsten und faszinierendsten Inseln der gesamten Seychellen. Massentourismus findet hier nicht statt.Auf Fregate Island befindet sich eine Kolonie von mehr als 100 Riesenschildkröten, die hier in den zum Teil undurchdringlichen Wäldern leben. Darüber hinaus bietet die Insel einigen sehr seltenen und bedrohten Vogelarten Schutz und Lebensraum.Format 16:9
